,state_id,attraction,categories,reviews_url,region
0,AZ,Grand Canyon South Rim,Cañones,https://www.tripadvisor.com.ar/Attraction_Review-g143028-d109440-Reviews-Grand_Canyon_South_Rim-Grand_Canyon_National_Park_Arizona.html,Mountain
1,AZ,Horseshoe Bend,"Miradores, Formaciones geológicas",https://www.tripadvisor.com.ar/Attraction_Review-g60834-d621712-Reviews-Horseshoe_Bend-Page_Arizona.html,Mountain
2,AZ,Antelope Canyon,Cañones,https://www.tripadvisor.com.ar/Attraction_Review-g60834-d103191-Reviews-Antelope_Canyon-Page_Arizona.html,Mountain
3,AZ,Desert Botanical Garden,Jardines,https://www.tripadvisor.com.ar/Attraction_Review-g31310-d109186-Reviews-Desert_Botanical_Garden-Phoenix_Arizona.html,Mountain
4,AZ,Chapel of the Holy Cross,"Edificios con valor arquitectónico, Lugares misteriosos",https://www.tripadvisor.com.ar/Attraction_Review-g31352-d117113-Reviews-Chapel_of_the_Holy_Cross-Sedona_Arizona.html,Mountain
5,AZ,Arizona-Sonora Desert Museum,"Galerías de arte, Museos especializados",https://www.tripadvisor.com.ar/Attraction_Review-g60950-d108867-Reviews-Arizona_Sonora_Desert_Museum-Tucson_Arizona.html,Mountain
6,AZ,Musical Instrument Museum,Museos especializados,https://www.tripadvisor.com.ar/Attraction_Review-g31310-d1798067-Reviews-Musical_Instrument_Museum-Phoenix_Arizona.html,Mountain
7,AZ,Cathedral Rock,Formaciones geológicas,https://www.tripadvisor.com.ar/Attraction_Review-g31352-d126802-Reviews-Cathedral_Rock-Sedona_Arizona.html,Mountain
8,AZ,Lower Antelope Canyon,Cañones,https://www.tripadvisor.com.ar/Attraction_Review-g60834-d4743450-Reviews-Lower_Antelope_Canyon-Page_Arizona.html,Mountain
9,AZ,Pima Air and Space Museum,Museos especializados,https://www.tripadvisor.com.ar/Attraction_Review-g60950-d109172-Reviews-Pima_Air_and_Space_Museum-Tucson_Arizona.html,Mountain
